game_id,player_id,team_id,completions,pass_attempts,passing_yards,passing_td,interception,times_sacked,sack_yards,longest_pass,qbr,rush_attempts,rushing_yards,rushing_td,longest_run,receptions,receiving_yards,receiving_td,longest_reception,fumble,fumbles_lost
2010,287,12,0,0,0,0,0,,,0,,0,0,0,0,2,21,0,21,0,
2010,157,12,0,0,0,0,0,,,0,,0,0,0,0,3,13,1,7,0,
2010,178,12,0,0,0,0,0,,,0,,0,0,0,0,1,9,0,9,0,
2010,458,12,0,0,0,0,0,,,0,,0,0,0,0,2,6,0,6,0,
2010,81,12,0,0,0,0,0,,,0,,1,-7,0,-7,7,63,0,19,0,
2009,485,13,31,43,377,3,1,2,3,64,112.3,1,0,0,0,0,0,0,0,2,1
2009,67,13,0,0,0,0,0,0,0,0,,9,33,0,9,4,28,0,11,0,
2009,364,13,0,0,0,0,0,0,0,0,,0,0,0,0,7,127,2,64,0,
2009,13,13,0,0,0,0,0,0,0,0,,0,0,0,0,8,84,0,45,0,
2009,312,13,0,0,0,0,0,0,0,0,,0,0,0,0,6,71,0,23,0,
2009,313,13,0,0,0,0,0,0,0,0,,1,0,0,0,2,35,0,22,0,0
2009,467,13,0,0,0,0,0,0,0,0,,0,0,0,0,1,18,0,18,0,0
2009,413,13,0,0,0,0,0,0,0,0,,1,0,0,0,2,13,0,10,0,
2009,43,13,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0,
2009,137,13,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,246,17,21,30,256,1,1,3,22,40,93.2,3,2,0,4,0,0,0,0,0,
2009,265,17,0,0,0,0,0,,,0,,19,53,0,15,1,-2,0,-2,0,
2009,293,17,0,0,0,0,0,,,0,,1,6,0,6,1,4,0,4,0,
2009,2,17,0,0,0,0,0,,,0,,0,0,0,0,9,131,1,40,0,
2009,460,17,0,0,0,0,0,,,0,,0,0,0,0,5,57,0,21,0,
2009,356,17,0,0,0,0,0,,,0,,0,0,0,0,2,43,0,38,0,
2009,193,17,0,0,0,0,0,,,0,,0,0,0,0,1,11,0,11,0,
2009,423,17,0,0,0,0,0,,,0,,0,0,0,0,1,6,0,6,0,
2009,54,17,0,0,0,0,0,,,0,,0,0,0,0,1,6,0,6,0,
2009,310,17,0,0,0,0,0,,,0,,2,-3,1,1,0,0,0,0,0,0
2008,79,6,29,48,266,1,0,5,37,19,82.5,0,0,0,0,0,0,0,0,1,1
2008,429,6,0,0,0,0,0,,,0,,14,36,1,9,2,12,0,8,0,
2008,82,6,0,0,0,0,0,,,0,,1,7,0,7,7,52,0,14,0,
2008,336,6,0,0,0,0,0,,,0,,1,2,0,2,0,0,0,0,0,
2008,103,6,0,0,0,0,0,,0,0,,0,0,0,0,11,103,0,19,0,
2008,366,6,0,0,0,0,0,,,0,,0,0,0,0,5,62,1,18,0,
2008,64,6,0,0,0,0,0,,,0,,0,0,0,0,3,34,0,18,0,
2008,135,6,0,0,0,0,0,,,0,,0,0,0,0,1,3,0,3,0,
2008,127,6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2008,163,6,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,
2008,166,24,19,34,255,2,1,3,8,45,87.3,3,4,0,5,0,0,0,0,2,0
2008,208,24,0,0,0,0,0,,,0,,9,45,0,13,1,3,0,3,0,
2008,47,24,0,0,0,0,0,,,0,,14,42,0,7,0,0,0,0,0,
2008,340,24,0,0,0,0,0,,,0,,0,0,0,0,6,84,0,38,0,
2008,477,24,0,0,0,0,0,,,0,,0,0,0,0,5,50,0,17,0,
2008,332,24,0,0,0,0,0,,,0,,0,0,0,0,1,45,0,45,0,
2008,56,24,0,0,0,0,0,,,0,,0,0,0,0,3,43,1,32,0,
2008,204,24,0,0,0,0,0,,,0,,0,0,0,0,2,27,1,14,0,
2008,151,24,0,0,0,0,0,,,0,,0,0,0,0,1,3,0,3,0,
2007,457,10,20,28,165,1,2,1,11,22,68.3,2,0,0,0,0,0,0,0,2,1
2007,283,10,0,0,0,0,0,,,0,,15,112,0,52,4,18,0,14,0,
2007,494,10,0,0,0,0,0,,,0,,0,0,0,0,6,64,0,18,0,
2007,360,10,0,0,0,0,0,,,0,,0,0,0,0,4,38,0,14,0,
2007,410,10,0,0,0,0,0,,,0,,0,0,0,0,3,35,1,22,0,
2007,341,10,0,0,0,0,0,,,0,,0,0,0,0,2,8,0,4,0,
2007,105,10,0,0,0,0,0,,,0,,0,0,0,0,1,2,0,2,0,
2007,337,10,0,0,0,0,0,,,0,,2,-1,0,4,0,0,0,0,1,1
2007,199,1,25,38,247,1,1,1,8,53,81.8,1,0,0,0,0,0,0,0,1,1
2007,308,1,0,0,0,0,0,,,0,,21,113,1,36,1,8,0,8,0,
2007,4,1,0,0,0,0,0,,,0,,19,77,0,14,10,66,0,12,0,0
2007,214,1,0,0,0,0,0,,,0,,1,1,0,1,4,36,0,17,0,
2007,49,1,0,0,0,0,0,,,0,,0,0,0,0,2,61,1,53,0,
2007,48,1,0,0,0,0,0,,,0,,0,0,0,0,5,59,0,22,0,
2007,68,1,0,0,0,0,0,,,0,,0,0,0,0,2,9,0,6,1,1
